market_name,mic,operating_mic,website
TRADEWEB EUROPE LIMITED - SINGAPORE,TWSG,TWSG,WWW.TRADEWEB.COM
"WOOD & COMPANY FINANCIAL SERVICES, A.S. - SYSTEMATIC INTERNALISER",WOOD,WOOD,WWW.WOOD.CZ
POSIT RFQ,XRFQ,ITGL,WWW.ITG.COM
POSIT AUCTION,XPAC,ITGL,WWW.ITG.COM
LLOYDS BANK - SYSTEMATIC INTERNALISER,LOYD,LOYD,WWW.LLOYDSBANK.COM
SEED FUTURES,SCXF,SCXO,WWW.SEEDCX.COM
BANK OF SCOTLAND PLC - SYSTEMATIC INTERNALISER,BOFS,BOFS,WWW.BANKOFSCOTLAND.CO.UK
SUN TRADING LLC,SUNT,SUNT,WWW.SUNTRADINGLLC.COM
SWEDBANK - SYSTEMATIC INTERNALISER,SWBI,SWBI,WWW.SWEDBANK.SE
BANK ZACHODNI WBK S.A. - SYSTEMATIC INTERNALISER,WBKP,WBKP,WWW.BZWBK.PL
BERENBERG - SYSTEMATIC - INTERNALISER,BGSI,BGSI,WWW.BERENBERG.COM
BARCLAYS BANK PLC,BPLC,BPLC,WWW.BARCLAYS.COM
BARCLAYS BANK PLC - SYSTEMATIC INTERNALISER,BBSI,BPLC,WWW.BARCLAYS.COM
LANG AND SCHWARZ TRADE CENTER - SYSTEMATIC INTERNALISER,LSSI,LSSI,WWW.LS-TC.DE
JSE BOND ELECTRONIC TRADING PLATFORM,JSEB,XJSE,WWW.JSE.CO.ZA
BOLSA INSTITUCIONAL DE VALORES,BIVA,BIVA,WWW.BIVA.MX
BNY MELLON INTERNATIONAL - LONDON BRANCH,BKLN,BKLN,WWW.BNYMELLON.COM
BNY MELLON - SYSTEMATIC INTERNALISER,BKLF,BKLN,WWW.BNYMELLON.COM
FREIGHT INVESTOR SERVICES LIMITED,FISU,FISU,WWW.FREIGHTINVESTORSERVICES.COM
JYSKE BANK - SYSTEMATIC INTERNALISER,JBSI,JBSI,WWW.JYSKEBANK.DK
NASDAQ STOCKHOLM AB - APA SERVICE,NAPA,NAPA,WWW.NASDAQOMXNORDIC.COM
PACIFIC OTC,POTC,POTC,WWW.PACIFICOTC.COM
PROPERTY PARTNER EXCHANGE,PPEX,PPEX,WWW.PROPERTYPARTNER.CO
NASDAQ STOCKHOLM AB - NORWAY ETF,ESTO,XSTO,NASDAQOMXNORDIC.COM
FIRST NORTH SWEDEN - NORWAY,ONSE,XSTO,NASDAQOMXNORDIC.COM/FIRSTNORTH
BAADER BANK - SYSTEMATIC INTERNALISER,BAAD,BAAD,WWW.BAADERBANK.DE
INVESTEC BANK PLC - SYSTEMATIC INTERNALISER,INVE,INVE,WWW.INVESTEC.COM
FINACOR EMATCH,EMCH,TRDE,WWW.TRADITION.COM
TRADITION - VOLATIS,VOLA,TRDE,WWW.TRADITION.COM
DNB BANK ASA - SYSTEMATIC INTERNALISER,XDNB,XDNB,WWW.DNB.NO
SWAPXECUTE,IFLS,IFLS,WWW.INTLFCSTONE.COM
EURONEXT BLOCK,XSMP,XLDN,WWW.EURONEXT.COM/BLOCKMTF
EBS MTF,EBSX,BTEE,WWW.EBS.COM
EXOTIX CAPITAL  - OTF,EXOT,EXOT,WWW.EXOTIX.COM
HSBC-X UNITED KINGDOM,HSXE,HSXE,WWW.HSBC.COM
AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED SYSTEMATIC INTERNALISER,ANZL,ANZL,WWW.ANZ.COM.AU
BME - APA,BMEA,BMEX,WWW.BOLSASYMERCADOS.ES/REGULATORY-SERVICES/ING/HOME
"EBS MARKET- CLOB - FOR THE TRADING OF SPOT FX, PRECIOUS METALS AND OTHER FX PRODUCTS",EBSC,EBSS,WWW.EBS.COM
LONDON STOCK EXCHANGE - APA,ECHO,ECHO,WWW.LONDONSTOCKEXCHANGE.COM
FINECO BANK - SYSTEMATIC INTERNALISER,FBSI,FBSI,WWW.FINECOBANK.COM
HSBC - SYSTEMATIC INTERNALISER,HSBC,HSBC,WWW.HSBCNET.COM
HSBC TRINKAUS AND BURKHARDT AG - SYSTEMATIC INTERNALISER,HSBT,HSBT,WWW.HSBC.DE
NATIXIS - SYSTEMATIC INTERNALISER,NATX,NATX,WWW.NATIXIS.COM
STANDARD CHARTERED - SYSTEMATIC INTERNALISER,STAN,STAN,WWW.SC.COM
VANTAGE CAPITAL MARKETS LLP - OTF,VCMO,VCMO,WWW.VCMLLP.COM
LONDON STOCK EXCHANGE - AIM MTF,AIMX,XLON,WWW.LONDONSTOCKEXCHANGE.COM
LONDON STOCK EXCHANGE - MTF,XLOM,XLON,WWW.LONDONSTOCKEXCHANGE.COM
ADVISE TECHNOLOGIES - APA TRANSPARENCY REPORTING,ADVT,ADVT,WWW.ADVISETECHNOLOGIES.COM
CREDIT SUISSE SECURITIES (EUROPE) LIMITED - SYSTEMATIC INTERNALISER,SICS,CSEU,WWW.CREDIT-SUISSE.COM
CREDIT SUISSE INTERNATIONAL,CSIN,CSIN,WWW.CREDIT-SUISSE.COM
CREDIT SUISSE INTERNATIONAL - SYSTEMATIC INTERNALISER,CSSI,CSIN,WWW.CREDIT-SUISSE.COM
DOWGATE,DOWG,DOWG,WWW.DOWGATE.COM
ASSET MATCH PRIVATE EXCHANGE,AMPX,AMPX,WWW.ASSETMATCH.COM
FXCM - MTF,FXGB,FXGB,WWW.FXCM.COM
TOM MTF DERIVATIVES MARKET,TOMD,TOMX,WWW.TOMMTF.EU
TOM MTF CASH MARKETS,TOMX,TOMX,WWW.TOMMTF.EU
TOWER RESEARCH CAPITAL EUROPE LTD,TRSI,TRSI,WWW.TOWER-RESEARCH.COM
RBC INVESTOR SERVICES BANK S.A. - SYSTEMATIC INTERNALISER,RBSI,RBCB,WWW.RBCITS.COM
RBC INVESTOR SERVICES TRUST - SYSTEMATIC INTERNALISER,RTSI,RBCT,WWW.RBCITS.COM
BOERSE MUENCHEN - GETTEX - FREIVERKEHR,MUND,XMUN,WWW.GETTEX.DE
BOERSE MUENCHEN - GETTEX - REGULIERTER MARKT,MUNC,XMUN,WWW.GETTEX.DE
BROKERTEC EUROPE LIMITED - ALL MARKETS,BTEE,BTEE,WWW.BROKERTEC.COM/
EBS MTF - CLOB - FOR THE TRADING OF FX PRODUCTS,EBSM,BTEE,WWW.EBS.COM
EBS SERVICE COMPANY LIMITED - ALL MARKETS,EBSS,EBSS,WWW.EBS.COM
RBC INVESTOR SERVICES BANK S.A.,RBCB,RBCB,WWW.RBCITS.COM
RBC INVESTOR SERVICES TRUST,RBCT,RBCT,WWW.RBCITS.COM
WARSAW STOCK EXCHANGE - OTHER THAN XOFF OR XXXX,WIPO,XWAR,WWW.WSE.PL
GOLDMAN SACHS INTERNATIONAL BANK,GSIB,GSIB,WWW.GOLDMANSACHS.COM
GOLDMAN SACHS INTERNATIONAL BANK - SYSTEMATIC INTERNALISER,BISI,GSIB,WWW.GOLDMANSACHS.COM
HUNGARIAN DERIVATIVE ENERGY EXCHANGE,HUDX,HUDX,WWW.HUDEX.HU
INVESTORS EXCHANGE - DARK,IEXD,IEXG,WWW.IEX.IO
IMC FINANCIAL MARKETS,IMCS,IMCS,WWW.IMC.COM
UBS AG LONDON BRANCH - SYSTEMATIC INTERNALISER,UBSY,UBSB,WWW.UBS.COM
IRISH STOCK EXCHANGE  - GLOBAL EXCHANGE MARKET,XEYE,XDUB,WWW.ISE.IE
IRISH STOCK EXCHANGE - ALL MARKET,XDUB,XDUB,WWW.ISE.IE
ATLANTIC SECURITIES MARKET,XATL,XDUB,WWW.ISE.IE
OFF-EXCHANGE TRANSACTIONS - LISTED AND UNLISTED INSTRUMENTS,BILT,BILT,ZZ
HANOI STOCK EXCHANGE - DERIVATIVES,XHNF,HSTC,WWW.HNX.VN
MARIANA UFP LLP,MUFP,MUFP,WWW.MARIANAINVESTMENTS.COM
VIRTU FINANCIAL IRELAND LIMITED,VFIL,VFIL,WWW.VIRTU.COM
VIRTU FINANCIAL IRELAND LIMITED - SYSTEMATIC INTERNALISER,VFSI,VFIL,WWW.VIRTU.COM
VIRTU FINANCIAL IRELAND LIMITED - OTC,VFXO,VFIL,WWW.VIRTU.COM
CONTINENTAL CAPITAL MARKETS LIMITED - OTF,CCML,CCML,WWW.CONTICAP.COM
CROSSFINDER TAIWAN,CFTW,CFTW,WWW.CREDIT-SUISSE.COM/SITES/AES/EN/ASIA.HTML
DEUTSCHE BOERSE AG - APA SERVICE,DAPA,DAPA,WWW.DEUTSCHE-BOERSE.COM
VONTOBEL LIQUIDITY EXTENDER,VLEX,VLEX,WWW.VONTOBEL.COM
SINGAPORE EXCHANGE BOND TRADING PTE. LTD,XSBT,XSES,WWW.SGX.COM
EURONEXT SYNAPSE,ENSY,XLDN,WWW.EURONEXT.COM
SSY FUTURES LTD -  FREIGHT SCREEN,3579,3579,WWW.SSYONLINE.COM
MIZUHO INTERNATIONAL - SYSTEMATIC INTERNALISER,MHIP,MHIP,WWW.ONEMIZUHO.EU
WINTERFLOOD SECURITIES LIMITED - ELECTRONIC PLATFORM,WINS,WINS,WWW.WINTERFLOOD.COM
WINTERFLOOD SECURITIES LIMITED - MANUAL TRADING,WINX,WINS,WWW.WINTERFLOOD.COM
EURONEXT GROWTH BRUSSELS,ALXB,XBRU,WWW.EURONEXT.COM
EURONEXT ACCESS BRUSSELS,MLXB,XBRU,WWW.EURONEXT.COM
EURONEXT ACCESS LISBON,ENXL,XLIS,WWW.EURONEXT.COM
EURONEXT GROWTH LISBON,ALXL,XLIS,WWW.EURONEXT.COM
EURONEXT ACCESS PARIS,XMLI,XPAR,WWW.EURONEXT.COM
EURONEXT GROWTH PARIS,ALXP,XPAR,WWW.EURONEXT.COM
SIGMA X2,SGMT,GSCO,WWW.GOLDMANSACHS.COM
MARKETAXESS SINGAPORE PTE LIMITED,MASG,MASG,WWW.MARKETAXESS.COM
TIDE CM,TCML,TCML,WWW.TIDECM.COM
FORTE  - OTF,FRTE,FRTE,WWW.FORTESECURITIES.COM
THEMIS TRADING LLC,THEM,THEM,WWW.THEMISTRADING.COM
LEDGERX,LEDG,LEDG,WWW.LEDGERX.COM
MTS DENMARK,MTSD,BEAM,WWW.MTSDENMARK.COM
MTS FINLAND,MTSF,BEAM,WWW.MTSFINLAND.COM
ICAP SECURITIES & DERIVATIVES EXCHANGE LIMITED,ISDX,ICAP,WWW.ISDX.COM
MITSUBISHI UFJ TRUST INTERNATIONAL LIMITED,MUTI,MUTI,WWW.TR.MUFG.JP/ENGLISH/OURSERVICES/ADMINISTRATION/MUTI.HTML
ICE ENDEX UK OCM GAS SPOT,NDCM,NDCM,WWW.THEICE.COM/ENDEX
ICE MARKETS EQUITY,IMEQ,NDEX,WWW.THEICE.COM/ENDEX
ICE ENDEX EUROPEAN GAS SPOT,NDXS,NDEX,WWW.THEICE.COM/ENDEX
ICE ENDEX FUTURES,NDEX,NDEX,WWW.THEICE.COM/ENDEX
MAREX SPECTRON INTERNATIONAL LIMITED OTF,SPEC,SPEC,WWW.MAREXSPECTRON.COM
EURONEXT - ALTERNEXT AMSTERDAM,ALXA,XAMS,WWW.EURONEXT.COM
"ELECTRONIC ETF, ETC/ETN AND OPEN-END FUNDS MARKET",ETFP,XMIL,WWW.BORSAITALIANA.IT
CBOE EUROPE - REGULATED MARKET INTEGRATED BOOK,BART,BCRM,WWW.MARKETS.CBOE.COM/EUROPE/EQUITIES/OVERVIEW/
CBOE EUROPE - REGULATED MARKET OFF BOOK,BARO,BCRM,WWW.MARKETS.CBOE.COM/EUROPE/EQUITIES/OVERVIEW/
CBOE EUROPE REGULATED MARKETS,BCRM,BCRM,WWW.MARKETS.CBOE.COM/EUROPE/EQUITIES/OVERVIEW/
CBOE EUROPE - REGULATED MARKET DARK BOOK,BARK,BCRM,WWW.MARKETS.CBOE.COM/EUROPE/EQUITIES/OVERVIEW/
MTS BELGIUM,BMTS,BEAM,WWW.MTSBELGIUM.COM
MTS MARKETS INTERNATIONAL INC.,MTUS,MTUS,WWW.MTSMARKETS.COM
GLOBAL OTC,GOTC,GOTC,WWW.GLOBALOTC.COM
FX CONNECT - MTF,MFXC,MFXC,WWW.FXCONNECT.COM
FX CONNECT - MTF - RFQ,MFXR,MFXC,WWW.FXCONNECT.COM
FX CONNECT - MTF - ALLOCATIONS,MFXA,MFXC,WWW.FXCONNECT.COM
SPAR NORD BANK - SYSTEMATIC INTERNALISER,SNSI,SNSI,WWW.SPARNORD.DK
VERTICAL,VERT,VERT,WWW.VERTGRP.COM
BULGARIAN STOCK EXCHANGE - INTERNATIONAL INSTRUMENTS,IBUL,XBUL,WWW.BSE-SOFIA.BG
SYDNEY STOCK EXCHANGE LIMITED,APXL,APXL,WWW.SSX.SYDNEY
CLEARTRADE EXCHANGE,CLTD,CLTD,WWW.CLTX.COM
DAIWA DRECT,DRCT,DRCT,WWW.DAIWA.JP
MARKETAXESS CORPORATION,MTXX,MTXX,WWW.MARKETAXESS.COM
CAVEAT EMPTOR,CAVE,OTCM,WWW.OTCMARKETS.COM
OTCQB MARKETPLACE,OTCB,OTCM,WWW.OTCMARKETS.COM
OTC PINK LIMITED,PINL,OTCM,WWW.OTCMARKETS.COM
OTC PINK NO INFORMATION,PINI,OTCM,WWW.OTCMARKETS.COM
OTC PINK MARKETPLACE,PINX,OTCM,WWW.OTCMARKETS.COM
OTCQX MARKETPLACE,OTCQ,OTCM,WWW.OTCMARKETS.COM
OTC GREY MARKET,PSGM,OTCM,WWW.OTCMARKETS.COM
OTC PINK CURRENT,PINC,OTCM,WWW.OTCMARKETS.COM
EUROPEAN ENERGY EXCHANGE - REGULATED MARKET,XEER,XEEE,WWW.EEX.COM
EUROPEAN ENERGY EXCHANGE - NON-MTF MARKET,XEEO,XEEE,WWW.EEX.COM
EUROPEAN ENERGY EXCHANGE,XEEE,XEEE,WWW.EEX.COM
MTS S.P.A.,MTSO,MTSO,WWW.MTSMARKETS.COM
MTS ITALIA,MTSC,MTSO,WWW.MTSMARKETS.COM
NASDAQ COMMODITIES - GBP POWER/ENERGY,ELUK,NORX,WWW.NASDAQOMX.COM/COMMODITIES/
NASDAQ OSLO ASA - NORDIC POWER DERIVATIVES AND EUROPEAN UNION ALLOWANCES,ELNO,NORX,WWW.NASDAQ.COM/SOLUTIONS/EUROPEAN-COMMODITIES
NASDAQ OSLO ASA - SWEDISH ELECTRICITY CERTIFICATE,ELSE,NORX,WWW.NASDAQ.COM/SOLUTIONS/EUROPEAN-COMMODITIES
NASDAQ OSLO ASA - EUROPEAN POWER AND GAS DERIVATIVES,ELEU,NORX,WWW.NASDAQ.COM/SOLUTIONS/EUROPEAN-COMMODITIES
NASDAQ COMMODITIES - FREIGHT COMMODITY,FREI,NORX,WWW.NASDAQOMX.COM/COMMODITIES/
NOMURA - SYSTEMATIC INTERNALISER,NOSI,NOSI,WWW.NOMURA.COM
MTS PRIME,PRME,XMTS,WWW.MTSMARKETS.COM
CREDIT SUISSE AES EUROPE BENCHMARK CROSS,CSBX,CSEU,WWW.CREDIT-SUISSE.COM
CREDITEX BROKERAGE LLP - OTF,CXOT,IFEU,WWW.THEICE.COM/SERVICE/CREDITEX
BOLSA DE DIVIDA E VALORES DE ANGOLA (BODIVA) - ANGOLA SECURITIES EXCHANGE,XBDV,XBDV,WWW.BODIVA.AO
NASDAQ STOCKHOLM AB - DANISH EQ DERIVATIVES,DKED,XSTO,WWW.NASDAQOMXNORDIC.COM
NASDAQ STOCKHOLM AB - DANISH FI DERIVATIVES,DKFI,XSTO,WWW.NASDAQOMXNORDIC.COM
NASDAQ STOCKHOLM AB - NORWEGIAN EQ DERIVATIVES,NOED,XSTO,WWW.NASDAQOMXNORDIC.COM
NASDAQ STOCKHOLM AB - SWEDISH EQ DERIVATIVES,SEED,XSTO,WWW.NASDAQOMXNORDIC.COM
NASDAQ STOCKHOLM AB - PAN-NORDIC EQ DERIVATIVES,PNED,XSTO,WWW.NASDAQOMXNORDIC.COM
NASDAQ STOCKHOLM AB - USD WB EQ DERIVATIVES,USWB,XSTO,WWW.NASDAQOMXNORDIC.COM
NASDAQ STOCKHOLM AB - NORWEGIAN FI DERIVATIVES,NOFI,XSTO,WWW.NASDAQOMXNORDIC.COM
NASDAQ STOCKHOLM AB - FINNISH EQ DERIVATIVES,FIED,XSTO,WWW.NASDAQOMXNORDIC.COM
NASDAQ STOCKHOLM AB - EUR FI DERIVATIVES,EBON,XSTO,WWW.NASDAQOMXNORDIC.COM
NASDAQ STOCKHOLM AB - EUR WB EQ DERIVATIVES,EUWB,XSTO,WWW.NASDAQOMXNORDIC.COM
NASDAQ DUBAI,DIFX,DIFX,WWW.NASDAQDUBAI.COM
TRADEWEB EUROPE LIMITED - APA,TREA,TREU,WWW.TRADEWEB.COM
TRADEWEB EUROPE LIMITED - OTF,TREO,TREU,WWW.TRADEWEB.COM
AUTILLA - BASE METALS,AUTB,AUTX,WWW.AUTILLA.COM
AUTILLA,AUTX,AUTX,WWW.AUTILLA.COM
AUTILLA - PRECIOUS METALS,AUTP,AUTX,WWW.AUTILLA.COM
CREDITEX BROKERAGE LLP - MTF,CXRT,IFEU,WWW.CREDITEX.COM
KCG ACKNOWLEDGE FI,ACKF,KNIG,WWW.KCG.COM
NEX SEF,NEXS,NEXS,WWW.NEX.COM
VIRTU FINANCIAL BD,VIRT,VIRT,WWW.VIRTU.COM
THE BALTIC EXCHANGE,BALT,BALT,WWW.BALTICEXCHANGE.COM
BALTEX - FREIGHT DERIVATIVES MARKET,BLTX,BALT,WWW.BALTICEXCHANGE.COM
CITI MATCH AUSTRALIA,CGMA,CGMA,HTTP://ICG.CITI.COM/ICG/GLOBAL_MARKETS/PRODUCT_SOLUTIONS/GLOBAL_EQUITIES/CITI_MATCH.JSP
CITI MATCH - HK,CGMH,CGMH,WWW.CITIGROUP.COM
CITIGROUP GLOBAL MARKETS,CGMI,CGMI,WWW.CITIGROUP.COM
CITI LIQUIFI,LQFI,CGMI,WWW.CITIVELOCITY.COM
CITI MEXICO RPI (RETAIL PRICE IMPROVEMENT),CGMX,CGMX,WWW.CITIGROUP.COM
CITI MATCH - JP,CITX,CITX,WWW.CITIGROUP.JP
CITI DARK,CITD,CITX,WWW.CITIVELOCITY.COM
GRIFFIN MARKETS LIMITED - OTF,GRIO,GRIF,WWW.GRIFFINMARKETS.COM
LIQUIDITYEDGE,LQED,LQED,WWW.LIQUIDITYEDGE.TRADE
MARKETAXESS CANADA COMPANY,MTXA,MTXX,WWW.MARKETAXESS.COM
POLISH TRADING POINT,PTPG,PTPG,WWW.POLISHTRADINGPOINT.COM
UFEX,UFEX,UFEX,WWW.UFEX.COM.UY
TRADITION SECURITIES AND DERIVATIVES INC.,TSAD,TSAD,WWW.TRADITION.COM
ISLAMABAD STOCK EXCHANGE,XISL,XISL,WWW.ISE.COM.PK
THE PAKISTAN STOCK EXCHANGE LIMITED,XKAR,XKAR,WWW.PSX.COM.PK
LAHORE STOCK EXCHANGE,XLAH,XLAH,WWW.LAHORESTOCK.COM
LGT BANK AG - SYSTEMATIC INTERNALISER,XLGT,XLGT,WW.LGT.COM
BOERSE STUTTGART - TECHNICAL PLATFORM 2,XSTF,XSTU,WWW.BOERSE-STUTTGART.DE
BOERSE STUTTGART - REGULIERTER MARKT - TECHNICAL PLATFORM 2,STUC,XSTU,WWW.BOERSE-STUTTGART.DE
BOERSE STUTTGART - FREIVERKEHR - TECHNICAL PLATFORM 2,STUD,XSTU,WWW.BOERSE-STUTTGART.DE
"WIENER BOERSE AG, CEGH GAS EXCHANGE",XCEG,XWBO,WWW.CEGHEX.COM
PEEL HUNT RETAIL,XRSP,PEEL,WWW.PEELHUNT.COM
PEEL HUNT LLP UK,PEEL,PEEL,WWW.PEELHUNT.COM
PEEL HUNT CROSSING,XPHX,PEEL,WWW.PEELHUNT.COM
THE CAZENOVE MTF,CAZE,CAZE,WWW.JPMORGANCAZENOVE.COM
JPBX,JPBX,JPBX,WWW.JPMORGAN.COM
J.P. MORGAN SECURITIES PLC,JPSI,JPSI,WWW.JPMORGAN.COM
"JAVELIN SEF, LLC",JSEF,JSEF,WWW.THEJAVELIN.COM
AREX - AUTOMATED RECEIVABLES EXCHANGE,AREX,AREX,HTTP://AREX.IO
HELLENIC EXCHANGE OTC MARKET,HOTC,ASEX,WWW.ATHEXGROUP.GR
ATHENS EXCHANGE S.A. DERIVATIVES MARKET,XADE,ASEX,WWW.ATHEXGROUP.GR
ATHENS EXCHANGE ALTERNATIVE MARKET,ENAX,ASEX,WWW.ATHEXGROUP.GR
ATHENS EXCHANGE S.A. CASH MARKET,XATH,ASEX,WWW.ATHEXGROUP.GR
CREDIT SUISSE EQUITIES (AUSTRALIA) LIMITED,CSAU,CSAU,WWW.CREDIT-SUISSE.COM
CROSSFINDER AUSTRALIA,CFAU,CSAU,WWW.CREDIT-SUISSE.COM/HK/EN/INVESTMENT-BANKING/CLIENT-OFFERING/AES/CROSSFINDER.HTML
CREDIT SUISSE (EUROPE),CSEU,CSEU,WWW.CREDIT-SUISSE.COM
CREDIT SUISSE AES CROSSFINDER EUROPE,CSCF,CSEU,WWW.CREDIT-SUISSE.COM
CREDIT SUISSE SECURITIES (HONG KONG) LIMITED,CSHK,CSHK,WWW.CREDIT-SUISSE.COM
CROSSFINDER HONG KONG,CFHK,CSHK,WWW.CREDIT-SUISSE.COM/HK/EN/INVESTMENT-BANKING/CLIENT-OFFERING/AES/CROSSFINDER.HTML
CREDIT SUISSE EQUITIES (JAPAN) LIMITED,CSJP,CSJP,WWW.CREDIT-SUISSE.COM
CROSSFINDER JAPAN,CFJP,CSJP,WWW.CREDIT-SUISSE.COM/HK/EN/INVESTMENT-BANKING/CLIENT-OFFERING/AES/CROSSFINDER.HTML
BATS DIRECT EDGE,EDGE,EDGE,WWW.BATS.COM
FINANCIAL INFORMATION CONTRIBUTORS EXCHANGE,FICX,FICX,WWW.FICONEX.COM
BOURSE AFRICA LIMITED,GBOT,GBOT,WWW.BOURSEAFRICA.COM
GRIFFIN MARKETS LIMITED,GRIF,GRIF,WWW.GRIFFINMARKETS.COM
IBERIAN GAS HUB,IBGH,IBGH,WWW.IBERIANGASHUB.COM
INVESTORS EXCHANGE,IEXG,IEXG,WWW.IEX.IO
LME CLEAR,LMEC,LMEC,WWW.LME.COM
NOREXECO ASA,NEXO,NEXO,WWW.NOREXECO.COM
NOMURA SECURITIES CO LTD,NMRJ,NMRJ,WWW.NOMURA.COM
NX JAPAN,NXJP,NMRJ,WWW.NOMURA.COM
NX VWAP,NXVW,NMRJ,WWW.NOMURA.COM
PARFX,PARX,TRDE,WWW.PARFX.COM
ELIXIUM,ELIX,TRDE,WWW.TRADITION.COM
TRAD-X,TRDX,TRDE,WWW.TRADITION.COM
BELGRADE STOCK EXCHANGE,XBEL,XBEL,WWW.BELEX.RS
BANJA LUKA STOCK EXCHANGE - FREE MARKET,BLBF,XBLB,WWW.BLBERZA.COM
BANJA LUKA STOCK EXCHANGE,XBLB,XBLB,WWW.BLBERZA.COM
EXTRAMOT,XMOT,XMIL,WWW.BORSAITALIANA.IT
ELECTRONIC BOND MARKET,MOTX,XMIL,WWW.BORSAITALIANA.IT
BOERSE MUENCHEN - FREIVERKEHR,MUNB,XMUN,WWW.BOERSE-MUENCHEN.DE
BOERSE MUENCHEN - REGULIERTER MARKT,MUNA,XMUN,WWW.BOERSE-MUENCHEN.DE
BOERSE MUENCHEN,XMUN,XMUN,WWW.BOERSE-MUENCHEN.DE
NXCHANGE,XNXC,XNXC,WWW.NXCHANGE.COM
OTC PUBLICATION VENUE,XOPV,XSTO,WWW.NASDAQOMXNORDIC.COM
VESTIMA,XVES,XVES,WWW.CLEARSTREAM.COM
ALTERNATIVE MARKET-FIRST NORTH LITHUANIA,XVIA,XLIT,
HONDURIAN STOCK EXCHANGE,XHON,XHON,
ICE FUTURES U.S. INC,ICUS,ICUS,
AIM ITALIA - MERCATO ALTERNATIVO DEL CAPITALE,ITSM,ITSM,
JASDAQ TACHIAIGAI (OFF-FLOOR MARKET),JATA,JATA,
EUROMTS LINKERS MARKET,KMTS,KMTS,
SURABAYA STOCK EXCHANGE,XSUR,XSUR,
INTERCONTINENTAL EXCHANGE - ICE FUTURES CANADA,XWCE,IFCA,
NASDAQ OMX DERIVATIVES MARKETS,NASN,XSTO,
MTS POLAND,MTSP,MTSP,
IRISH STOCK EXCHANGE - GLOBAL EXCHANGE MARKET,XASM,XDUB,
IRISH STOCK EXCHANGE - ENTERPRISE SECURITIES MARKET,XIEX,XDUB,
JAKARTA STOCK EXCHANGE,XJKT,XJKT,
MTAX,MTAX,MTAX,
EQUIDUCT,XEAS,XEQT,
BONDMART,XBMK,XBMK,
BOLSA DE MERCADORIAS E FUTUROS,XBMF,XBMF,
INTERCONTINENTAL EXCHANGE - ICE FUTURES EUROPE,ICEU,ICEU,
BONDSPOT S.A.,CETO,XWAR,
A1,XA1X,XA1X,
ICAP HYDE TANKER DERIVATIVES LIMITED,ICAT,ICAH,
NASDAQ OMX EUROPE,NOME,NURO,
EXPANDI MARKET,EXPA,MTAA,
BOLSA DE VALORES DE SAO PAULO,XBSP,XBSP,
NSX DARK,NECD,NECD,
NASDAQ OMX BX OPTIONS,NBXO,XBXO,
FXMARKETSPACE LIMITED,FXMT,FXMT,
THIRD MARKET CORPORATION,THRD,XNIM,
ALPHA VENTURE PLUS,ATSA,ATSA,
SIBERIAN INTERBANK CURRENCY EXCHANGE,XSIC,XSIC,
FIRST NORTH ESTONIA,XTAA,XTAL,
TLX,XTLX,XTLX,
MALAYSIA DERIVATIVES EXCHANGE BHD,XLOF,XLOF,
MOSCOW INTERBANK CURRENCY EXCHANGE,XMIC,XMIC,
MTS QUASI GOVERNMENT,QMTS,QMTS,
TULLETT PREBON PLC - PREBON CDS,PCDS,TPCD,
US FUTURES EXCHANGE,XEUS,XEUS,
ICE FUTURES U.S. INC,XNYF,XNYF,
MERR POOL XLN,BAMP,BAMP,
EDX LONDON LIMITED,XEDX,XEDX,
TALLINN STOCK EXCHANGE - REGULATED MARKET,XTAR,XTAR,
REGIONAL EXCHANGE CENTRE - MICEX URAL,URCE,URCE,
NYSE EURONEXT - COMPARTIMENT DES VALEURS RADIEES PARIS,VRXP,XMLI,
FINEX (NEW YORK AND DUBLIN),XFNX,XFNX,
CREDIT SUISSE (EUROPE),CSFB,CSEU,
RISK MANAGEMENT EXCHANGE,XHCE,XHCE,
NIPPON NEW MARKET - HERCULES,XHER,XHER,
COREDEAL MTS,CRDL,CRDL,
BAIKAL,BAIK,BAIK,
MTS CEDULAS MARKET,UMTS,UMTS,
UBS PIN (UBS PRICE IMPROVEMENT NETWORK),XPIN,UBSA,
RTR (REUTERS-REALTIME-DATEN),XRTR,XRTR,
PLUS MARKETS GROUP,XPLU,XPLU,
REGIONAL EXCHANGE CENTRE - MICEX SOUTH,XROV,XROV,
GXG MARKETS A/S,DAMP,DAMP,
LJUBLJANA STOCK EXCHANGE (SEMI-OFFICIAL MARKET),XLJS,XLJS,
SK RM-S (SLOVAK STOCK EXCHANGE),XRMS,XRMS,
360T,360T,360T,WWW.360T.COM
ASSENT ATS,AATS,AATS,WWW.SUNGARD.COM
ACE DERIVATIVES & COMMODITY EXCHANGE LTD,ACEX,ACEX,WWW.ACEINDIA.COM
ABIDE FINANCIAL DRSP LIMITED APA,AFDL,AFDL,WWW.ABIDE-FINANCIAL.COM
AGRICULTURAL FUTURES EXCHANGE OF THAILAND,AFET,AFET,WWW.AFET.OR.TH
AFS E-VENUES B.V.,AFSE,AFSE,WWW.AFSBLUE.NL
AIXECUTE,AIXE,AIXE,WWW.BEKB.CH
AQSE TRADING (EQUITY),AQST,AQSE,WWW.AQUIS.EU
AQSE MAIN MARKET (EQUITY),AQSL,AQSE,WWW.AQUIS.EU
